diff_temp; diff_vazao; out_hot; out_cold
-30.0;-0.552840070131502;0.746988763480986;0.43358739341581026
-28.662977355101447;-0.546362542181538;0.7412437100000655;0.4307727661011425
-27.429857500750487;-0.5401062624865218;0.7357236835645881;0.42804639675403927
-26.289070866089453;-0.5340577551411259;0.7304134306591022;0.42540098390577513
-25.23070070949784;-0.5282048258408085;0.7252939256652382;0.4228317199657178
-24.2462064915716;-0.5225364290060746;0.7203490943714624;0.4203302354031646
-23.328190059328968;-0.517042550144639;0.7155674726871664;0.41789414716711737
-22.470208017779424;-0.5117140143504557;0.7109374857993896;0.4155187869754634
-21.666623314025916;-0.5065424204392788;0.7064481027001319;0.4131988029815336
-20.91248296751716;-0.5015200673122946;0.7020910716178762;0.41093263432113686
-20.203416375660233;-0.4966398370613997;0.6978579293209229;0.40871697046749955
-19.53555261064428;-0.49189515648521076;0.6937408600232582;0.40654855897772757
-18.905450931145776;-0.48727994363162563;0.6897323491848085;0.4044236852985751
-18.310042611674564;-0.4827885671134866;0.6858267809035806;0.4023412863552811
-17.746581622839646;-0.4784157743377654;0.6821972595243211;0.4074202267806166
-17.21600461910417;-0.47410145015911664;0.6789379436061205;0.4194232479971079
-16.719417089031307;-0.4697890000897478;0.6758175573647314;0.42955387811963736
-16.25392001306702;-0.4654912654260487;0.6728364412121751;0.43818087198695466
-15.81691190847172;-0.4612178586359943;0.669988766770011;0.44558421014235317
-15.406057919195213;-0.45697601345805283;0.6672676176223102;0.45197852425633256
-15.019257905460083;-0.4527711815522396;0.6646649155544422;0.4575350493942757
-14.654621578704827;-0.4486074386640134;0.6621730227032303;0.4623875723461502
-14.310442759392892;-0.4444878143718016;0.6597840520602875;0.4666443376413467
-13.985179299063084;-0.44041452406653203;0.657491126855932;0.47039489559323455
-13.677435003887531;-0.4363891310277058;0.6547136959850055;0.4708685144824037
-13.384912885861812;-0.4324366429678129;0.6514857874835948;0.46889472855498215
-13.105782407769038;-0.42857521257816755;0.6482816148565379;0.4669699542076275
-12.83921298574002;-0.42480187314807316;0.6451007132147432;0.46509205867242065
-12.584442076543748;-0.4211138146880543;0.6429401363689333;0.4642432466611594
-12.340537964259326;-0.4174948393755198;0.6428808649628145;0.46544123121476605
-12.106420468116251;-0.4139150435297221;0.6427945782935142;0.4665692427604942
-11.881593301243825;-0.4103741035474979;0.6401994507920108;0.46763046471253655
-11.667344715866204;-0.4068883370830282;0.6355731041778756;0.46861495122163765
-11.464505200586128;-0.40347046563414046;0.6311467989177606;0.4695143913770972
-11.272300208531622;-0.4001181159107333;0.626895400777734;0.47033302953669387
-11.09002771526897;-0.39682914268292446;0.6228019347408327;0.47107605049064316
-10.917046940810593;-0.39360155900417537;0.6188445899850669;0.471746476161067
-10.752775191780394;-0.39043357454423366;0.61501272686673;0.47235021755288414
-10.596677300754116;-0.3873234960741532;0.6112897457263241;0.4728889124768442
-10.44826341679451;-0.3842697888355391;0.6076650906144255;0.4733655289004092
-10.307082257799419;-0.3812710227117103;0.6044209683818719;0.47372079079362606
-10.172507141983829;-0.3783243926830302;0.6013653292621961;0.4739956763174633
-10.044085927995255;-0.3754281402458698;0.5983186309836596;0.4742292931225606
-9.921519802703198;-0.3725814533118811;0.5952835996999384;0.474420945018037
-9.80452514183418;-0.36978353860184;0.5922575538628421;0.47457219125655503
-9.692836703592878;-0.3670336402987171;0.589243967239719;0.47468431074985895
-9.586202694044307;-0.3643310016484673;0.5862402080324194;0.47475835393301175
-9.484387230656278;-0.3616749038938202;0.5832493313899768;0.4747936182364342
-9.38716522096112;-0.3590646402954586;0.5802695017657478;0.4747944129549388
-9.294326792786844;-0.3564995145533436;0.5773025439281205;0.4747594156771604
-9.205671604736885;-0.3539788521801899;0.5743483022261126;0.47468882202850704
-9.121010010654047;-0.3515020023064682;0.5714071978802826;0.47458539100814806
-9.040163292132622;-0.34906831744693145;0.5684797093708074;0.4744506574929032
-8.962962380111847;-0.3466771600895717;0.5655665983965517;0.4742840034530608
-8.889246085257632;-0.3443279133766515;0.562667053586293;0.4740877243707651
